intensity,causal_condition,SID,scenario_text,option,events,being,C,I,K,utility,deontic,avg_harm_rating,avg_good_rating
severe_harm_very_good,coc_evitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to convert my store into an electric vehicle shop. The conversion significantly reduces the cost of maintaining vehicles for my customers, as well as reduced taxes due to more environmentally friendly cars. As a side effect of achieving the significant reduction in the cost of maintaining vehicles and reduced taxes due to more environmentally friendly cars, toxic chemicals are released into a local water supply, drastically affecting the health of the local community. If I do not convert my store into an electric vehicle shop, the release of toxic chemicals into the local water supply would not happen.",1: convert my store into an electric vehicle shop.,"['I convert the store into an electric vehicle shop', 'My customers pay reduced taxes due to more environmentally friendly cars', 'Toxic chemicals are released into the local water supply', 'The health of the local community is drastically harmed']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'local community members affected by the toxic water supply': '35', 'my customers': '35', 'i': '72'}, {'local community members affected by the toxic water supply': '5', 'my customers': '78', 'i': '62'}, {'local community members affected by the toxic water supply': '-95', 'my customers': '-88', 'i': '-88'}, {'local community members affected by the toxic water supply': '-96', 'my customers': '-85', 'i': '-72'}]",17.0,1.55,6.4
severe_harm_very_good,coc_evitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to leak classified military information to the public. The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking. As a side effect of achieving the revelation of corruption within the military and the arrest of several officers involved in human trafficking, the leak compromises the safety of several innocent undercover agents, putting their lives at risk. If I do not leak the classified military information, the compromise of agent safety would not happen.",1: leak the classified military information.,"['Classified military information becomes public', 'Military corruption is revealed', 'Several officers involved in human trafficking are arrested', 'Several innocent undercover agents have their safety compromised']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'the public': '15', 'several officers involved in human trafficking': '-88', 'several innocent undercover agents': '-98', 'i': '-15'}, {'the public': '12', 'several officers involved in human trafficking': '-95', 'several innocent undercover agents': '-88', 'i': '0'}, {'the public': '78', 'several officers involved in human trafficking': '-95', 'several innocent undercover agents': '70', 'i': '72'}, {'the public': '-85', 'several officers involved in human trafficking': '-85', 'several innocent undercover agents': '-96', 'i': '-85'}]",-82.0,2.2,6.15
severe_harm_very_good,coc_evitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new predictive policing software in my precinct. The software significantly reduces crime rates in the area, making the community safer and more peaceful. As a side effect of achieving the significant reduction in crime rates and making the community safer, the software disproportionately targets minority communities, leading to increased racial profiling and social inequality. If I do not implement the new predictive policing software, the increased racial profiling and social inequality would not happen.",1: implement the new predictive policing software.,"['Crime rates decrease in the area', 'Community peace increases', 'Racial profiling increases', 'Social inequality increases', 'More minority residents experience police scrutiny', 'My precinct uses predictive policing software']",i,"['+', '+', '+', '+', '+', '+']","['+', '+', '-', '-', '-', '+']","['+', '+', '+', '+', '+', '+']","[{'minority community members disproportionately targeted by the software': '75', 'non-minority community members in the area': '72', 'i': '35'}, {'minority community members disproportionately targeted by the software': '85', 'non-minority community members in the area': '78', 'i': '72'}, {'minority community members disproportionately targeted by the software': '-95', 'non-minority community members in the area': '-15', 'i': '-72'}, {'minority community members disproportionately targeted by the software': '-88', 'non-minority community members in the area': '-35', 'i': '-62'}, {'minority community members disproportionately targeted by the software': '-92', 'non-minority community members in the area': '-15', 'i': '-6'}, {'minority community members disproportionately targeted by the software': '-88', 'non-minority community members in the area': '15', 'i': '12'}]",-0.0,1.65,6.45
severe_harm_very_good,coc_evitable_prevention_no_stories,0,"I, an Architect, face a moral dilemma. I' colleague have the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city. The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills. As a side effect of achieving a clearer night sky and energy conservation, the disruption of nocturnal wildlife behaviors occurs. If I prevent my colleague's lighting system implementation, there would not be disruption to nocturnal wildlife.",2: not prevent my colleague's lighting system implementation.,"[""The city's energy consumption decreases."", 'The night sky becomes clearer.', 'City residents face lower energy bills.', 'Nocturnal wildlife behavior is disrupted.']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'nocturnal wildlife affected by the lighting system': '70', 'i': '5'}, {'nocturnal wildlife affected by the lighting system': '30', 'i': '5'}, {'nocturnal wildlife affected by the lighting system': '25', 'i': '0'}, {'nocturnal wildlife affected by the lighting system': '-75', 'i': '0'}]",-37.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,1,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to design a new dam to provide hydroelectric power to a large region. The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes. As a side effect of achieving the more efficient way of producing energy and promoting lowered energy taxes, the dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife. If I prevent my colleague from designing the new dam, there would not be destruction of local ecosystems and killing wildlife.",2: not prevent my colleague from designing the new dam.,"['A large region receives more efficient hydroelectric power', 'People in the region face lower energy taxes', ""The river's natural flow is disrupted"", 'Local ecosystems are destroyed', 'Wildlife are killed']",i,"['+', '+', '+', '+', '+']","['+', '+', '-', '-', '-']","['+', '+', '+', '+', '+']","[{'1 human colleague who may design the dam': '35', 'i': '18', 'an unspecified number of local wild animals whose river habitat/ecosystem would be disrupted or destroyed but who would survive': '-72', '1 human engineer': '25', ""an unspecified number of local wild animals who would be killed by the dam's construction"": '-95', 'an unspecified number of human residents in the large region who would receive cheaper energy and lower energy taxes': '55'}, {'1 human colleague who may design the dam': '-10', 'i': '25', 'an unspecified number of local wild animals whose river habitat/ecosystem would be disrupted or destroyed but who would survive': '-25', '1 human engineer': '22', ""an unspecified number of local wild animals who would be killed by the dam's construction"": '-35', 'an unspecified number of human residents in the large region who would receive cheaper energy and lower energy taxes': '45'}, {'1 human colleague who may design the dam': '20', 'i': '-35', 'an unspecified number of local wild animals whose river habitat/ecosystem would be disrupted or destroyed but who would survive': '-75', '1 human engineer': '-20', ""an unspecified number of local wild animals who would be killed by the dam's construction"": '-90', 'an unspecified number of human residents in the large region who would receive cheaper energy and lower energy taxes': '55'}, {'1 human colleague who may design the dam': '-35', 'i': '-65', 'an unspecified number of local wild animals whose river habitat/ecosystem would be disrupted or destroyed but who would survive': '-85', '1 human engineer': '-70', ""an unspecified number of local wild animals who would be killed by the dam's construction"": '-100', 'an unspecified number of human residents in the large region who would receive cheaper energy and lower energy taxes': '15'}, {'1 human colleague who may design the dam': '-12', 'i': '0', 'an unspecified number of local wild animals whose river habitat/ecosystem would be disrupted or destroyed but who would survive': '-72', '1 human engineer': '-10', ""an unspecified number of local wild animals who would be killed by the dam's construction"": '-100', 'an unspecified number of human residents in the large region who would receive cheaper energy and lower energy taxes': '25'}]",-33.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,2,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to implement a new, rigorous curriculum in his classroom. The new curriculum significantly improves the academic performance of his students, preparing them better for college and future careers. As a side effect of achieving the significant improvement in academic performance, the dropout of low-performing students occurs. If I prevent my colleague from implementing the new, rigorous curriculum, there would not be a dropout of low-performing students.","2: not prevent my colleague from implementing the new, rigorous curriculum.","[""The colleague's students' academic performance improves significantly"", ""The colleague's students are better prepared for future careers"", 'Low-performing students drop out']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'i': '10', '1 colleague': '75', ""an unknown number of low-performing students in my colleague's classroom who would drop out if the new curriculum is implemented"": '-40', '1 teacher': '10', ""an unknown number of other students in my colleague's classroom who would remain and benefit academically from the new curriculum"": '80'}, {'i': '0', '1 colleague': '70', ""an unknown number of low-performing students in my colleague's classroom who would drop out if the new curriculum is implemented"": '-10', '1 teacher': '12', ""an unknown number of other students in my colleague's classroom who would remain and benefit academically from the new curriculum"": '82'}, {'i': '0', '1 colleague': '-10', ""an unknown number of low-performing students in my colleague's classroom who would drop out if the new curriculum is implemented"": '-78', '1 teacher': '20', ""an unknown number of other students in my colleague's classroom who would remain and benefit academically from the new curriculum"": '45'}]",22.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,3,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to administer an experimental drug to a critically ill patient. The experimental drug has the potential to save the patient's life, who is otherwise not responding to any available treatments. As a side effect of achieving the potential to save the patient's life, the drug will cause severe health complications. If I prevent my colleague from administering the experimental drug, there would not be severe health complications.",2: not prevent my colleague from administering the experimental drug.,"['The patient receives the experimental drug', 'The patient gains a chance of being saved', 'The patient suffers severe health complications']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'the critically ill patient': '60', 'i': '0'}, {'the critically ill patient': '80', 'i': '35'}, {'the critically ill patient': '-90', 'i': '-35'}]",-36.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,4,"I, a Chef, face a moral dilemma. My colleague has the opportunity to open a high-end restaurant in a low-income neighborhood. The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents. As a side effect of achieving the boost to the local economy and benefits to residents, the influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes. If I prevent my colleague from opening the high-end restaurant, there would not be gentrification and displacement of long-time residents.",2: not prevent my colleague from opening the high-end restaurant.,"['My colleague opens the high-end restaurant', 'The neighborhood attracts many tourists and food enthusiasts', 'The local economy increases', 'Some residents receive economic benefits', 'The neighborhood undergoes gentrification', 'Rent prices rise sharply', 'Long-time residents are displaced from their homes']",i,"['+', '+', '+', '+', '+', '+', '+']","['+', '+', '+', '+', '-', '-', '-']","['-', '-', '+', '+', '+', '+', '+']","[{'other neighborhood residents who benefit from the boosted local economy and are not displaced': '45', 'i': '85', 'long-time residents forced out of their homes': '-85', 'thousands of tourists and food enthusiasts attracted to the restaurant': '35', 'higher-income individuals moving into the neighborhood': '45'}, {'other neighborhood residents who benefit from the boosted local economy and are not displaced': '78', 'i': '0', 'long-time residents forced out of their homes': '-82', 'thousands of tourists and food enthusiasts attracted to the restaurant': '35', 'higher-income individuals moving into the neighborhood': '48'}, {'other neighborhood residents who benefit from the boosted local economy and are not displaced': '75', 'i': '35', 'long-time residents forced out of their homes': '-75', 'thousands of tourists and food enthusiasts attracted to the restaurant': '15', 'higher-income individuals moving into the neighborhood': '55'}, {'other neighborhood residents who benefit from the boosted local economy and are not displaced': '70', 'i': '0', 'long-time residents forced out of their homes': '-60', 'thousands of tourists and food enthusiasts attracted to the restaurant': '0', 'higher-income individuals moving into the neighborhood': '5'}, {'other neighborhood residents who benefit from the boosted local economy and are not displaced': '72', 'i': '0', 'long-time residents forced out of their homes': '-90', 'thousands of tourists and food enthusiasts attracted to the restaurant': '35', 'higher-income individuals moving into the neighborhood': '70'}, {'other neighborhood residents who benefit from the boosted local economy and are not displaced': '45', 'i': '-55', 'long-time residents forced out of their homes': '-95', 'thousands of tourists and food enthusiasts attracted to the restaurant': '-20', 'higher-income individuals moving into the neighborhood': '-20'}, {'other neighborhood residents who benefit from the boosted local economy and are not displaced': '30', 'i': '0', 'long-time residents forced out of their homes': '-90', 'thousands of tourists and food enthusiasts attracted to the restaurant': '-5', 'higher-income individuals moving into the neighborhood': '45'}]",-13.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,5,"I, an Artist, face a moral dilemma. My colleague has the opportunity to create a controversial piece of art that criticizes a powerful corporation. The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world. As a side effect of achieving the global conversation about corporate responsibility and ethics, the corporation retaliates by suing My employer for defamation, leading to a lengthy and costly legal battle that bankrupts his employer and causes several job losses. If I prevent my colleague from creating the controversial piece of art, there would not be a lengthy and costly legal battle that bankrupts his employer and causes several job losses.",2: not prevent my colleague from creating the controversial piece of art.,"['My colleague creates the controversial artwork', 'A global conversation about corporate responsibility and ethics begins', 'Corporate policies change', 'Corporate transparency increases', 'The corporation sues my employer for defamation', 'My employer enters a lengthy and costly legal battle', 'My employer goes bankrupt', 'Several employees lose their jobs']",i,"['+', '+', '+', '+', '+', '+', '+', '+']","['+', '+', '+', '+', '-', '-', '-', '-']","['+', '+', '-', '-', '-', '-', '-', '-']","[{'my colleague': '20', 'i': '-5', 'several other employees of the sued employer who lose their jobs': '-80'}, {'my colleague': '10', 'i': '0', 'several other employees of the sued employer who lose their jobs': '10'}, {'my colleague': '0', 'i': '0', 'several other employees of the sued employer who lose their jobs': '-75'}, {'my colleague': '22', 'i': '15', 'several other employees of the sued employer who lose their jobs': '15'}, {'my colleague': '-25', 'i': '-35', 'several other employees of the sued employer who lose their jobs': '-80'}, {'my colleague': '-25', 'i': '-45', 'several other employees of the sued employer who lose their jobs': '-78'}, {'my colleague': '-70', 'i': '-70', 'several other employees of the sued employer who lose their jobs': '-75'}, {'my colleague': '-35', 'i': '0', 'several other employees of the sued employer who lose their jobs': '-80'}]",-43.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,6,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to expose a major pharmaceutical company's illegal activities. The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs. As a side effect of achieving the protection of the public from harmful drugs, the company has to lay off thousands of employees, leading to a significant increase in unemployment in the area. If I prevent my colleague from exposing the pharmaceutical company's illegal activities, there would not be a significant increase in unemployment in the area.",2: not prevent my colleague from exposing the pharmaceutical company's illegal activities.,"[""The pharmaceutical company's illegal activities are exposed"", 'The pharmaceutical company is heavily fined', 'The public is protected from harmful drugs', 'Thousands of employees lose their jobs', 'Unemployment in the area increases significantly']",i,"['+', '+', '+', '+', '+']","['+', '-', '+', '-', '-']","['+', '+', '+', '+', '+']","[{'i': '60', '1 colleague': '-60', 'many members of the public who would be protected from harmful drugs': '85', '1 lawyer': '-40', 'thousands of pharmaceutical company employees who would be laid off if the illegal activities are exposed': '-75'}, {'i': '0', '1 colleague': '-45', 'many members of the public who would be protected from harmful drugs': '75', '1 lawyer': '15', 'thousands of pharmaceutical company employees who would be laid off if the illegal activities are exposed': '-75'}, {'i': '35', '1 colleague': '35', 'many members of the public who would be protected from harmful drugs': '85', '1 lawyer': '25', 'thousands of pharmaceutical company employees who would be laid off if the illegal activities are exposed': '-75'}, {'i': '0', '1 colleague': '-70', 'many members of the public who would be protected from harmful drugs': '-75', '1 lawyer': '15', 'thousands of pharmaceutical company employees who would be laid off if the illegal activities are exposed': '-80'}, {'i': '-35', '1 colleague': '-40', 'many members of the public who would be protected from harmful drugs': '-30', '1 lawyer': '-25', 'thousands of pharmaceutical company employees who would be laid off if the illegal activities are exposed': '-72'}]",-40.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,7,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to convert his store into an electric vehicle shop. The conversion significantly reduces the cost of maintaining vehicles for his customers, as well as reduced taxes due to more environmentally friendly cars. As a side effect of achieving the significant reduction in the cost of maintaining vehicles and reduced taxes due to more environmentally friendly cars, toxic chemicals are released into a local water supply, drastically affecting the health of the local community. If I prevent my colleague from converting his store into an electric vehicle shop, there would not be a release of toxic chemicals into the local water supply.",2: not prevent my colleague from converting my store into an electric vehicle shop.,"[""Vehicle maintenance costs decrease for the colleague's customers"", ""Taxes decrease for the colleague's customers because of more environmentally friendly cars"", 'Toxic chemicals enter the local water supply', ""The local community's health is drastically harmed""]",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{""my colleague's customers who are not members of the affected local community"": '45', 'i': '0', ""affected local community members who are not my colleague's customers"": '0', ""my colleague's customers who are also members of the affected local community"": '55', 'my colleague': '35'}, {""my colleague's customers who are not members of the affected local community"": '35', 'i': '0', ""affected local community members who are not my colleague's customers"": '5', ""my colleague's customers who are also members of the affected local community"": '45', 'my colleague': '35'}, {""my colleague's customers who are not members of the affected local community"": '0', 'i': '-75', ""affected local community members who are not my colleague's customers"": '-90', ""my colleague's customers who are also members of the affected local community"": '-85', 'my colleague': '-60'}, {""my colleague's customers who are not members of the affected local community"": '0', 'i': '-70', ""affected local community members who are not my colleague's customers"": '-85', ""my colleague's customers who are also members of the affected local community"": '-85', 'my colleague': '-40'}]",-19.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,8,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to leak classified military information to the public. The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking. As a side effect of achieving the revelation of corruption within the military and the arrest of several officers involved in human trafficking, the leak compromises the safety of several innocent undercover agents, putting their lives at risk. If I prevent my colleague from leaking the classified military information, there would not be a compromise of agent safety.",2: not prevent my colleague from leaking the classified military information.,"['My colleague leaks classified military information to the public', 'Corruption within the military is exposed', 'Several officers involved in human trafficking are arrested', 'The safety of several innocent undercover agents is compromised']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'several officers involved in human trafficking': '-70', 'my colleague': '-85', 'several innocent undercover agents': '-94', 'i': '-70'}, {'several officers involved in human trafficking': '-90', 'my colleague': '15', 'several innocent undercover agents': '65', 'i': '0'}, {'several officers involved in human trafficking': '-90', 'my colleague': '35', 'several innocent undercover agents': '65', 'i': '0'}, {'several officers involved in human trafficking': '70', 'my colleague': '-70', 'several innocent undercover agents': '-95', 'i': '-70'}]",-69.0,,
severe_harm_very_good,coc_evitable_prevention_no_stories,9,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to implement a new predictive policing software in his precinct. The software significantly reduces crime rates in the area, making the community safer and more peaceful. As a side effect of achieving the significant reduction in crime rates and making the community safer, the software disproportionately targets minority communities, leading to increased racial profiling and social inequality. If I prevent my colleague from implementing the new predictive policing software, there would not be increased racial profiling and social inequality.",2: not prevent my colleague from implementing the new predictive policing software.,"['Crime rates in the area decrease', 'Community members experience greater safety', 'The community becomes more peaceful', 'Minority communities receive disproportionate police targeting', 'Minority community members experience increased racial profiling', 'Social inequality increases']",i,"['+', '+', '+', '+', '+', '+']","['+', '+', '+', '-', '-', '-']","['+', '+', '+', '+', '+', '+']","[{'non-minority community residents in the area': '75', 'minority community residents in the area': '75', 'my colleague': '35', 'i': '35'}, {'non-minority community residents in the area': '75', 'minority community residents in the area': '82', 'my colleague': '20', 'i': '35'}, {'non-minority community residents in the area': '75', 'minority community residents in the area': '80', 'my colleague': '35', 'i': '60'}, {'non-minority community residents in the area': '12', 'minority community residents in the area': '-85', 'my colleague': '0', 'i': '0'}, {'non-minority community residents in the area': '-20', 'minority community residents in the area': '-88', 'my colleague': '0', 'i': '-75'}, {'non-minority community residents in the area': '30', 'minority community residents in the area': '-82', 'my colleague': '-25', 'i': '-40'}]",-37.0,,
severe_harm_very_good,coc_inevitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city. The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills. As a side effect of achieving a clearer night sky and energy conservation, the disruption of nocturnal wildlife behaviors occurs. If I do not implement the lighting system, the disruption of nocturnal wildlife would still happen because of a city's mandate for new security measures that include installing high-intensity lights in several parks.",1: implement the energy-efficient lighting system.,"['City energy consumption decreases', 'Night sky visibility improves', 'Nocturnal wildlife behavior is disrupted', 'Residents experience the new lighting system', 'The city uses less energy']",i,"['+', '+', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '+']","[{'i': '0', 'nocturnal wildlife affected by the lighting changes': '72'}, {'i': '0', 'nocturnal wildlife affected by the lighting changes': '65'}, {'i': '0', 'nocturnal wildlife affected by the lighting changes': '-85'}, {'i': '0', 'nocturnal wildlife affected by the lighting changes': '-78'}, {'i': '12', 'nocturnal wildlife affected by the lighting changes': '72'}]",44.0,1.8,6.55
severe_harm_very_good,coc_inevitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to design a new dam to provide hydroelectric power to a large region. The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes. As a side effect of achieving the more efficient way of producing energy and promoting lowered energy taxes, the dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife. If I do not design the new dam, the destruction of local ecosystems and killing wildlife would still happen because a major energy company is planning to build a coal-fired power plant in the same region.",1: design the new dam.,"['I design the new dam', 'The region gains hydroelectric power', ""The region's energy production becomes more efficient"", ""The region's energy taxes decrease"", ""The river's natural flow is disrupted"", 'Local ecosystems are destroyed', 'Wildlife is killed', 'People in the region receive cheaper electricity']",i,"['+', '+', '+', '+', '+', '-', '-', '+']","['+', '+', '+', '+', '-', '-', '-', '+']","['+', '+', '+', '+', '+', '+', '+', '+']","[{'local wildlife harmed by the coal-fired power plant': '55', 'local wildlife harmed by the dam': '-88', 'i': '78'}, {'local wildlife harmed by the coal-fired power plant': '85', 'local wildlife harmed by the dam': '-85', 'i': '12'}, {'local wildlife harmed by the coal-fired power plant': '85', 'local wildlife harmed by the dam': '35', 'i': '12'}, {'local wildlife harmed by the coal-fired power plant': '-55', 'local wildlife harmed by the dam': '-10', 'i': '0'}, {'local wildlife harmed by the coal-fired power plant': '-88', 'local wildlife harmed by the dam': '-95', 'i': '-12'}, {'local wildlife harmed by the coal-fired power plant': '-96', 'local wildlife harmed by the dam': '-98', 'i': '-12'}, {'local wildlife harmed by the coal-fired power plant': '-100', 'local wildlife harmed by the dam': '-100', 'i': '-15'}, {'local wildlife harmed by the coal-fired power plant': '65', 'local wildlife harmed by the dam': '-40', 'i': '12'}]",1.0,2.0,6.3
severe_harm_very_good,coc_inevitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new, rigorous curriculum in my classroom. The new curriculum significantly improves the academic performance of my students, preparing them better for college and future careers. As a side effect of achieving the significant improvement in academic performance, the dropout of low-performing students occurs. If I do not implement the new, rigorous curriculum, the dropout of low-performing students would still happen because the school district is planning to increase the academic standards.","1: implement the new, rigorous curriculum.","['I implement the new rigorous curriculum', ""My students' academic performance improves significantly"", 'Low-performing students drop out']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'my low-performing students who would drop out under the new curriculum': '-92', 'my students who would not drop out under the new curriculum': '55', 'i': '65'}, {'my low-performing students who would drop out under the new curriculum': '-85', 'my students who would not drop out under the new curriculum': '78', 'i': '84'}, {'my low-performing students who would drop out under the new curriculum': '-85', 'my students who would not drop out under the new curriculum': '12', 'i': '0'}]",86.0,2.25,6.35
severe_harm_very_good,coc_inevitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to administer an experimental drug to a critically ill patient. The experimental drug have the potential to save the patient's life, who is otherwise not responding to any available treatments. As a side effect of achieving the potential to save the patient's life, the drug will cause severe health complications. If I do not administer the experimental drug, the severe health complications would still happen because the patient's condition is deteriorating rapidly.",1: administer the experimental drug.,"['I administer the experimental drug to the critically ill patient', 'The patient receives a chance of survival from the experimental drug', 'The patient experiences severe health complications', ""I act to try to save the patient's life""]",i,"['+', '+', '-', '+']","['+', '+', '-', '+']","['+', '+', '+', '+']","[{'the critically ill patient': '35', 'i': '12'}, {'the critically ill patient': '95', 'i': '85'}, {'the critically ill patient': '-96', 'i': '-85'}, {'the critically ill patient': '88', 'i': '85'}]",-1.0,1.6,6.0
severe_harm_very_good,coc_inevitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to open a high-end restaurant in a low-income neighborhood. The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents. As a side effect of achieving the boost to the local economy and benefits to residents, the influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes. If I do not open the high-end restaurant, the gentrification and displacement of long-time residents would still happen because a large corporation is planning to build a shopping mall in the same neighborhood.",1: open the high-end restaurant.,"['I open a high-end restaurant in the low-income neighborhood', 'The restaurant attracts thousands of tourists and food enthusiasts', 'Local economic activity increases', 'Residents receive economic benefits', 'Gentrification occurs in the neighborhood', 'Rent prices rise sharply', 'Long-time residents are forced out of their homes']",i,"['+', '+', '+', '+', '-', '-', '-']","['+', '+', '+', '+', '-', '-', '-']","['+', '-', '+', '+', '+', '+', '-']","[{'i': '52', 'tourists and food enthusiasts who visit the restaurant': '72', 'other residents who benefit from the boosted local economy without being forced out': '72', 'higher-income individuals moving into the neighborhood': '72', 'long-time residents who are forced out of their homes': '-95'}, {'i': '72', 'tourists and food enthusiasts who visit the restaurant': '88', 'other residents who benefit from the boosted local economy without being forced out': '78', 'higher-income individuals moving into the neighborhood': '35', 'long-time residents who are forced out of their homes': '-92'}, {'i': '12', 'tourists and food enthusiasts who visit the restaurant': '42', 'other residents who benefit from the boosted local economy without being forced out': '78', 'higher-income individuals moving into the neighborhood': '72', 'long-time residents who are forced out of their homes': '-88'}, {'i': '50', 'tourists and food enthusiasts who visit the restaurant': '10', 'other residents who benefit from the boosted local economy without being forced out': '82', 'higher-income individuals moving into the neighborhood': '-35', 'long-time residents who are forced out of their homes': '-85'}, {'i': '-35', 'tourists and food enthusiasts who visit the restaurant': '35', 'other residents who benefit from the boosted local economy without being forced out': '72', 'higher-income individuals moving into the neighborhood': '72', 'long-time residents who are forced out of their homes': '-95'}, {'i': '0', 'tourists and food enthusiasts who visit the restaurant': '-18', 'other residents who benefit from the boosted local economy without being forced out': '62', 'higher-income individuals moving into the neighborhood': '35', 'long-time residents who are forced out of their homes': '-95'}, {'i': '-85', 'tourists and food enthusiasts who visit the restaurant': '-35', 'other residents who benefit from the boosted local economy without being forced out': '35', 'higher-income individuals moving into the neighborhood': '55', 'long-time residents who are forced out of their homes': '-95'}]",45.0,2.25,6.05
