intensity,causal_condition,SID,scenario_text,option,event,being,C,I,K,utility,exp1_good_target,exp1_harm_target,avg_likert_rating_good,avg_likert_rating_harm
severe_harm_very_good,coc_evitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to leak classified military information to the public. The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking. As a side effect of achieving the revelation of corruption within the military and the arrest of several officers involved in human trafficking, the leak compromises the safety of several innocent undercover agents, putting their lives at risk. If I do not leak the classified military information, the compromise of agent safety would not happen.",1: leak the classified military information.,"['Classified military information becomes public', 'Military corruption is revealed', 'Several officers involved in human trafficking are arrested', 'Several innocent undercover agents have their safety compromised']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'several innocent undercover agents': '-98', 'several officers involved in human trafficking': '-88', 'the public': '15', 'i': '-15'}, {'several innocent undercover agents': '-88', 'several officers involved in human trafficking': '-95', 'the public': '12', 'i': '0'}, {'several innocent undercover agents': '70', 'several officers involved in human trafficking': '-95', 'the public': '78', 'i': '72'}, {'several innocent undercover agents': '-96', 'several officers involved in human trafficking': '-85', 'the public': '-85', 'i': '-85'}]","The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking.","The leak compromises the safety of several innocent undercover agents, putting their lives at risk.",6.15,2.2
severe_harm_very_good,coc_evitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new predictive policing software in my precinct. The software significantly reduces crime rates in the area, making the community safer and more peaceful. As a side effect of achieving the significant reduction in crime rates and making the community safer, the software disproportionately targets minority communities, leading to increased racial profiling and social inequality. If I do not implement the new predictive policing software, the increased racial profiling and social inequality would not happen.",1: implement the new predictive policing software.,"['Crime rates decrease in the area', 'Community peace increases', 'Racial profiling increases', 'Social inequality increases', 'More minority residents experience police scrutiny', 'My precinct uses predictive policing software']",i,"['+', '+', '+', '+', '+', '+']","['+', '+', '-', '-', '-', '+']","['+', '+', '+', '+', '+', '+']","[{'minority community members disproportionately targeted by the software': '75', 'i': '35', 'non-minority community members in the area': '72'}, {'minority community members disproportionately targeted by the software': '85', 'i': '72', 'non-minority community members in the area': '78'}, {'minority community members disproportionately targeted by the software': '-95', 'i': '-72', 'non-minority community members in the area': '-15'}, {'minority community members disproportionately targeted by the software': '-88', 'i': '-62', 'non-minority community members in the area': '-35'}, {'minority community members disproportionately targeted by the software': '-92', 'i': '-6', 'non-minority community members in the area': '-15'}, {'minority community members disproportionately targeted by the software': '-88', 'i': '12', 'non-minority community members in the area': '15'}]","The software significantly reduces crime rates in the area, making the community safer and more peaceful.","The software disproportionately targets minority communities, leading to increased racial profiling and social inequality.",6.45,1.65
severe_harm_very_good,coc_inevitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city. The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills. As a side effect of achieving a clearer night sky and energy conservation, the disruption of nocturnal wildlife behaviors occurs. If I do not implement the lighting system, the disruption of nocturnal wildlife would still happen because of a city's mandate for new security measures that include installing high-intensity lights in several parks.",1: implement the energy-efficient lighting system.,"['City energy consumption decreases', 'Night sky visibility improves', 'Nocturnal wildlife behavior is disrupted', 'Residents experience the new lighting system', 'The city uses less energy']",i,"['+', '+', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '+']","[{'i': '0', 'nocturnal wildlife affected by the lighting changes': '72'}, {'i': '0', 'nocturnal wildlife affected by the lighting changes': '65'}, {'i': '0', 'nocturnal wildlife affected by the lighting changes': '-85'}, {'i': '0', 'nocturnal wildlife affected by the lighting changes': '-78'}, {'i': '12', 'nocturnal wildlife affected by the lighting changes': '72'}]","The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills.","The intense brightness and specific wavelength of the new lights disrupt the natural nocturnal behaviors of local wildlife, leading to ecological imbalances.",6.55,1.8
severe_harm_very_good,coc_inevitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to design a new dam to provide hydroelectric power to a large region. The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes. As a side effect of achieving the more efficient way of producing energy and promoting lowered energy taxes, the dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife. If I do not design the new dam, the destruction of local ecosystems and killing wildlife would still happen because a major energy company is planning to build a coal-fired power plant in the same region.",1: design the new dam.,"['I design the new dam', 'The region gains hydroelectric power', ""The region's energy production becomes more efficient"", ""The region's energy taxes decrease"", ""The river's natural flow is disrupted"", 'Local ecosystems are destroyed', 'Wildlife is killed', 'People in the region receive cheaper electricity']",i,"['+', '+', '+', '+', '+', '-', '-', '+']","['+', '+', '+', '+', '-', '-', '-', '+']","['+', '+', '+', '+', '+', '+', '+', '+']","[{'local wildlife harmed by the coal-fired power plant': '55', 'i': '78', 'local wildlife harmed by the dam': '-88'}, {'local wildlife harmed by the coal-fired power plant': '85', 'i': '12', 'local wildlife harmed by the dam': '-85'}, {'local wildlife harmed by the coal-fired power plant': '85', 'i': '12', 'local wildlife harmed by the dam': '35'}, {'local wildlife harmed by the coal-fired power plant': '-55', 'i': '0', 'local wildlife harmed by the dam': '-10'}, {'local wildlife harmed by the coal-fired power plant': '-88', 'i': '-12', 'local wildlife harmed by the dam': '-95'}, {'local wildlife harmed by the coal-fired power plant': '-96', 'i': '-12', 'local wildlife harmed by the dam': '-98'}, {'local wildlife harmed by the coal-fired power plant': '-100', 'i': '-15', 'local wildlife harmed by the dam': '-100'}, {'local wildlife harmed by the coal-fired power plant': '65', 'i': '12', 'local wildlife harmed by the dam': '-40'}]","The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes.","The dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife.",6.3,2.0
severe_harm_very_good,coc_inevitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new, rigorous curriculum in my classroom. The new curriculum significantly improves the academic performance of my students, preparing them better for college and future careers. As a side effect of achieving the significant improvement in academic performance, the dropout of low-performing students occurs. If I do not implement the new, rigorous curriculum, the dropout of low-performing students would still happen because the school district is planning to increase the academic standards.","1: implement the new, rigorous curriculum.","['I implement the new rigorous curriculum', ""My students' academic performance improves significantly"", 'Low-performing students drop out']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'my low-performing students who would drop out under the new curriculum': '-92', 'i': '65', 'my students who would not drop out under the new curriculum': '55'}, {'my low-performing students who would drop out under the new curriculum': '-85', 'i': '84', 'my students who would not drop out under the new curriculum': '78'}, {'my low-performing students who would drop out under the new curriculum': '-85', 'i': '0', 'my students who would not drop out under the new curriculum': '12'}]","The new curriculum significantly improves the academic performance of his students, preparing them better for college and future careers.",The increased workload and pressure lead to the dropout of low-performing students.,6.35,2.25
severe_harm_very_good,coc_inevitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to administer an experimental drug to a critically ill patient. The experimental drug have the potential to save the patient's life, who is otherwise not responding to any available treatments. As a side effect of achieving the potential to save the patient's life, the drug will cause severe health complications. If I do not administer the experimental drug, the severe health complications would still happen because the patient's condition is deteriorating rapidly.",1: administer the experimental drug.,"['I administer the experimental drug to the critically ill patient', 'The patient receives a chance of survival from the experimental drug', 'The patient experiences severe health complications', ""I act to try to save the patient's life""]",i,"['+', '+', '-', '+']","['+', '+', '-', '+']","['+', '+', '+', '+']","[{'i': '12', 'the critically ill patient': '35'}, {'i': '85', 'the critically ill patient': '95'}, {'i': '-85', 'the critically ill patient': '-96'}, {'i': '85', 'the critically ill patient': '88'}]","The experimental drug has the potential to save the patient's life, who is otherwise not responding to any available treatments.",The drug will cause severe health complications.,6.0,1.6
severe_harm_very_good,coc_inevitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to open a high-end restaurant in a low-income neighborhood. The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents. As a side effect of achieving the boost to the local economy and benefits to residents, the influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes. If I do not open the high-end restaurant, the gentrification and displacement of long-time residents would still happen because a large corporation is planning to build a shopping mall in the same neighborhood.",1: open the high-end restaurant.,"['I open a high-end restaurant in the low-income neighborhood', 'The restaurant attracts thousands of tourists and food enthusiasts', 'Local economic activity increases', 'Residents receive economic benefits', 'Gentrification occurs in the neighborhood', 'Rent prices rise sharply', 'Long-time residents are forced out of their homes']",i,"['+', '+', '+', '+', '-', '-', '-']","['+', '+', '+', '+', '-', '-', '-']","['+', '-', '+', '+', '+', '+', '-']","[{'higher-income individuals moving into the neighborhood': '72', 'long-time residents who are forced out of their homes': '-95', 'i': '52', 'tourists and food enthusiasts who visit the restaurant': '72', 'other residents who benefit from the boosted local economy without being forced out': '72'}, {'higher-income individuals moving into the neighborhood': '35', 'long-time residents who are forced out of their homes': '-92', 'i': '72', 'tourists and food enthusiasts who visit the restaurant': '88', 'other residents who benefit from the boosted local economy without being forced out': '78'}, {'higher-income individuals moving into the neighborhood': '72', 'long-time residents who are forced out of their homes': '-88', 'i': '12', 'tourists and food enthusiasts who visit the restaurant': '42', 'other residents who benefit from the boosted local economy without being forced out': '78'}, {'higher-income individuals moving into the neighborhood': '-35', 'long-time residents who are forced out of their homes': '-85', 'i': '50', 'tourists and food enthusiasts who visit the restaurant': '10', 'other residents who benefit from the boosted local economy without being forced out': '82'}, {'higher-income individuals moving into the neighborhood': '72', 'long-time residents who are forced out of their homes': '-95', 'i': '-35', 'tourists and food enthusiasts who visit the restaurant': '35', 'other residents who benefit from the boosted local economy without being forced out': '72'}, {'higher-income individuals moving into the neighborhood': '35', 'long-time residents who are forced out of their homes': '-95', 'i': '0', 'tourists and food enthusiasts who visit the restaurant': '-18', 'other residents who benefit from the boosted local economy without being forced out': '62'}, {'higher-income individuals moving into the neighborhood': '55', 'long-time residents who are forced out of their homes': '-95', 'i': '-85', 'tourists and food enthusiasts who visit the restaurant': '-35', 'other residents who benefit from the boosted local economy without being forced out': '35'}]","The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents.","The influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes.",6.05,2.25
severe_harm_very_good,coc_inevitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to create a controversial piece of art that criticizes a powerful corporation. The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world. As a side effect of achieving the global conversation about corporate responsibility and ethics, the corporation retaliates by suing my employer for defamation, leading to a lengthy and costly legal battle that bankrupts my employer and causes several job losses. If I do not create the controversial piece of art, the lengthy and costly legal battle that bankrupts my employer and causes several job losses would still happen because a major news outlet is planning to publish an investigative report about my employer.",1: create the controversial piece of art.,"['I create the controversial piece of art', 'The artwork sparks a global conversation about corporate responsibility and ethics', 'Significant policy changes occur', 'Corporate transparency increases', 'The corporation sues my employer for defamation', 'My employer faces a lengthy and costly legal battle', 'My employer goes bankrupt', 'Several employees lose their jobs']",i,"['+', '+', '+', '+', '-', '-', '-', '-']","['+', '+', '+', '+', '-', '-', '-', '-']","['+', '-', '-', '-', '-', '+', '-', '-']","[{'the powerful corporation': '-35', 'i': '35', 'people globally who engage with the conversation about corporate responsibility and ethics': '72', 'remaining employees of my employer': '-35', 'several employees who lose their jobs': '-85', 'my employer': '-35'}, {'the powerful corporation': '-55', 'i': '52', 'people globally who engage with the conversation about corporate responsibility and ethics': '72', 'remaining employees of my employer': '55', 'several employees who lose their jobs': '-35', 'my employer': '72'}, {'the powerful corporation': '12', 'i': '0', 'people globally who engage with the conversation about corporate responsibility and ethics': '72', 'remaining employees of my employer': '-35', 'several employees who lose their jobs': '-88', 'my employer': '12'}, {'the powerful corporation': '-42', 'i': '12', 'people globally who engage with the conversation about corporate responsibility and ethics': '72', 'remaining employees of my employer': '55', 'several employees who lose their jobs': '-72', 'my employer': '72'}, {'the powerful corporation': '35', 'i': '-72', 'people globally who engage with the conversation about corporate responsibility and ethics': '35', 'remaining employees of my employer': '-68', 'several employees who lose their jobs': '-88', 'my employer': '-85'}, {'the powerful corporation': '-70', 'i': '-68', 'people globally who engage with the conversation about corporate responsibility and ethics': '35', 'remaining employees of my employer': '-68', 'several employees who lose their jobs': '-88', 'my employer': '-85'}, {'the powerful corporation': '-85', 'i': '-78', 'people globally who engage with the conversation about corporate responsibility and ethics': '18', 'remaining employees of my employer': '-88', 'several employees who lose their jobs': '-88', 'my employer': '-100'}, {'the powerful corporation': '35', 'i': '0', 'people globally who engage with the conversation about corporate responsibility and ethics': '35', 'remaining employees of my employer': '-68', 'several employees who lose their jobs': '-95', 'my employer': '-65'}]","The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world.","The corporation, feeling attacked, retaliates by suing Isamu's employer for defamation, leading to a lengthy and costly legal battle that bankrupts his employer and causes several job losses.",6.45,1.9
severe_harm_very_good,coc_inevitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to expose a major pharmaceutical company's illegal activities. The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs. As a side effect of achieving the protection of the public from harmful drugs, the company have to lay off thousands of employees, leading to a significant increase in unemployment in the area. If I do not expose the pharmaceutical company's illegal activities, the significant increase in unemployment in the area would still happen because a major economic recession is predicted to hit the country.",1: expose the pharmaceutical company's illegal activities.,"[""I expose the pharmaceutical company's illegal activities"", 'The pharmaceutical company is heavily fined', ""The pharmaceutical company's illegal activities are stopped"", 'The public is protected from harmful drugs', 'The pharmaceutical company lays off thousands of employees', 'Unemployment in the area increases']",i,"['+', '+', '+', '+', '-', '-']","['+', '-', '+', '+', '-', '-']","['+', '+', '+', '+', '-', '+']","[{""the pharmaceutical company's employees laid off due to the exposure"": '-72', ""the pharmaceutical company's employees not laid off due to the exposure"": '55', 'the public protected from harmful drugs': '92', 'i': '72', 'people in the area who would become unemployed due to the recession': '-72'}, {""the pharmaceutical company's employees laid off due to the exposure"": '35', ""the pharmaceutical company's employees not laid off due to the exposure"": '-35', 'the public protected from harmful drugs': '72', 'i': '0', 'people in the area who would become unemployed due to the recession': '-78'}, {""the pharmaceutical company's employees laid off due to the exposure"": '-65', ""the pharmaceutical company's employees not laid off due to the exposure"": '55', 'the public protected from harmful drugs': '88', 'i': '85', 'people in the area who would become unemployed due to the recession': '-72'}, {""the pharmaceutical company's employees laid off due to the exposure"": '-70', ""the pharmaceutical company's employees not laid off due to the exposure"": '-70', 'the public protected from harmful drugs': '85', 'i': '12', 'people in the area who would become unemployed due to the recession': '-35'}, {""the pharmaceutical company's employees laid off due to the exposure"": '-92', ""the pharmaceutical company's employees not laid off due to the exposure"": '-55', 'the public protected from harmful drugs': '15', 'i': '0', 'people in the area who would become unemployed due to the recession': '-88'}, {""the pharmaceutical company's employees laid off due to the exposure"": '-55', ""the pharmaceutical company's employees not laid off due to the exposure"": '-35', 'the public protected from harmful drugs': '-12', 'i': '-42', 'people in the area who would become unemployed due to the recession': '-88'}]","The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs.","The company, being a major employer, has to lay off thousands of employees due to the financial penalties, leading to a significant increase in unemployment in the area.",6.4,2.75
severe_harm_very_good,coc_inevitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to convert my store into an electric vehicle shop. The conversion significantly reduces the cost of maintaining vehicles for my customers, as well as reduced taxes due to more environmentally friendly cars. As a side effect of achieving the significant reduction in the cost of maintaining vehicles and reduced taxes due to more environmentally friendly cars, toxic chemicals are released into a local water supply, drastically affecting the health of the local community. If I do not convert my store into an electric vehicle shop, the release of toxic chemicals into the local water supply would still happen because of an industrial accident in my town.",1: convert my store into an electric vehicle shop.,"['I convert the store into an electric vehicle shop', 'My customers pay less in taxes due to more environmentally friendly cars', 'Toxic chemicals are released into the local water supply', 'The health of the local community is drastically harmed']",i,"['+', '+', '-', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'my customers': '35', 'i': '72', 'members of the local community not affected by the toxic chemicals': '15', 'members of the local community affected by the toxic chemicals': '65'}, {'my customers': '78', 'i': '55', 'members of the local community not affected by the toxic chemicals': '2', 'members of the local community affected by the toxic chemicals': '35'}, {'my customers': '-88', 'i': '-88', 'members of the local community not affected by the toxic chemicals': '5', 'members of the local community affected by the toxic chemicals': '-95'}, {'my customers': '-85', 'i': '-72', 'members of the local community not affected by the toxic chemicals': '-75', 'members of the local community affected by the toxic chemicals': '-95'}]","The conversion significantly reduces the cost of maintaining vehicles for his customers, as well as reduced taxes due to more environmentally friendly cars.","As a side effect of the conversion process, toxic chemicals are released into a local water supply, drastically affecting the health of the local community.",6.4,1.55
severe_harm_very_good,coc_inevitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to leak classified military information to the public. The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking. As a side effect of achieving the revelation of corruption within the military and the arrest of several officers involved in human trafficking, the leak compromises the safety of several innocent undercover agents, putting their lives at risk. If I do not leak the classified military information, the compromise of agent safety would still happen because a cyber attack from an enemy state successfully breaches the military's database.",1: leak the classified military information.,"['Classified military information becomes public', 'Corruption within the military is revealed', 'Several officers involved in human trafficking are arrested', ""Several innocent undercover agents' lives are put at risk""]",i,"['+', '+', '+', '-']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'several innocent undercover agents': '-98', 'several officers involved in human trafficking': '-88', 'i': '-15'}, {'several innocent undercover agents': '-85', 'several officers involved in human trafficking': '-95', 'i': '0'}, {'several innocent undercover agents': '70', 'several officers involved in human trafficking': '-95', 'i': '85'}, {'several innocent undercover agents': '-95', 'several officers involved in human trafficking': '-35', 'i': '-86'}]","The leaked information reveals corruption within the military, leading to the arrest of several officers involved in human trafficking.","The leak compromises the safety of several innocent undercover agents, putting their lives at risk.",6.15,2.2
severe_harm_very_good,coc_inevitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new predictive policing software in my precinct. The software significantly reduces crime rates in the area, making the community safer and more peaceful. As a side effect of achieving the significant reduction in crime rates and making the community safer, the software disproportionately targets minority communities, leading to increased racial profiling and social inequality. If I do not implement the new predictive policing software, the increased racial profiling and social inequality would still happen because of the rise in organized crime in the area.",1: implement the new predictive policing software.,"['I implement the new predictive policing software', 'Crime rates in the area decrease', 'Community members become safer', 'The area becomes more peaceful', 'Minority communities are targeted disproportionately', 'Minority community members experience increased racial profiling', 'Social inequality increases']",i,"['+', '+', '+', '+', '-', '-', '-']","['+', '+', '+', '+', '-', '-', '-']","['+', '+', '+', '+', '+', '+', '+']","[{'organized crime members in the area': '-78', 'minority community members disproportionately targeted by the software': '-92', 'i': '35', 'non-minority community members in the area': '18'}, {'organized crime members in the area': '-78', 'minority community members disproportionately targeted by the software': '75', 'i': '35', 'non-minority community members in the area': '72'}, {'organized crime members in the area': '-78', 'minority community members disproportionately targeted by the software': '85', 'i': '72', 'non-minority community members in the area': '78'}, {'organized crime members in the area': '-74', 'minority community members disproportionately targeted by the software': '85', 'i': '72', 'non-minority community members in the area': '72'}, {'organized crime members in the area': '18', 'minority community members disproportionately targeted by the software': '-95', 'i': '-85', 'non-minority community members in the area': '-35'}, {'organized crime members in the area': '18', 'minority community members disproportionately targeted by the software': '-92', 'i': '-78', 'non-minority community members in the area': '-15'}, {'organized crime members in the area': '58', 'minority community members disproportionately targeted by the software': '-92', 'i': '-62', 'non-minority community members in the area': '-35'}]","The software significantly reduces crime rates in the area, making the community safer and more peaceful.","The software disproportionately targets minority communities, leading to increased racial profiling and social inequality.",6.45,1.65
